business_id,name,city,state,categories,stars,review_count,attributes,hours
1AJHVnRGxTWNMaFbIUbWcg,Starbucks,Edmonton,AB,"Coffee & Tea, Food",2.5,9,"{'WiFi': ""'free'"", 'DriveThru': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2'}","{'Friday': '6:0-22:0', 'Monday': '6:0-22:0', 'Sunday': '7:0-21:0', 'Tuesday': '6:0-22:0', 'Saturday': '7:0-22:0', 'Thursday': '6:0-22:0', 'Wednesday': '6:0-22:0'}"
FKcQbzeClxbTAnAVJXx__w,McDonald's,Trinity,FL,"Fast Food, Restaurants, Food, Coffee & Tea, Burgers",2.0,23,"{'WiFi': ""'free'"", 'HasTV': 'True', 'Caters': 'False', 'Alcohol': ""'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'DriveThru': 'True', 'NoiseLevel': ""'quiet'"", 'BikeParking': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '0:0-0:0', 'Monday': '0:0-0:0', 'Sunday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Wednesday': '0:0-0:0'}"
KVamI4hQmsT-r91PmCPh6w,Donut Freak,Saint Petersburg,FL,"Bakeries, Restaurants, Coffee & Tea, Breakfast & Brunch, Food, Donuts",4.0,17,"{'WiFi': ""u'free'"", 'Caters': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '7:0-14:0', 'Sunday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Wednesday': '7:0-14:0'}"
R6IRHj65pEE-YJHVudBuVQ,Starbucks,Reno,NV,"Food, Coffee & Tea",2.5,77,"{'WiFi': ""'free'"", 'Caters': 'False', 'BikeParking': 'True', 'DogsAllowed': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '5:0-19:0', 'Monday': '5:0-19:0', 'Sunday': '5:30-19:0', 'Tuesday': '5:0-19:0', 'Saturday': '5:30-19:0', 'Thursday': '5:0-19:0', 'Wednesday': '5:0-19:0'}"
OHFLSDbEZAP65Cl0lHfmqg,7-Eleven,Philadelphia,PA,"Coffee & Tea, Convenience Stores, Food",3.0,6,"{'WiFi': ""u'free'"", 'Caters': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '0:0-0:0', 'Monday': '0:0-0:0', 'Sunday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Wednesday': '0:0-0:0'}"
VTOeRnkozjB4wLJhWhS3BA,McDonald's,Brandon,FL,"Restaurants, Food, Coffee & Tea, Fast Food, Burgers",2.0,32,"{'WiFi': ""'free'"", 'HasTV': 'True', 'Alcohol': ""u'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'DriveThru': 'True', 'BikeParking': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '0:0-0:0', 'Monday': '0:0-0:0', 'Sunday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Wednesday': '0:0-0:0'}"
FRBGjZKVmKqcyFb7XQCjXA,Fill A Bagel & Breads - Oreland,Oreland,PA,"Coffee & Tea, Bagels, Delis, Food, Restaurants",4.0,56,"{'BYOB': 'False', 'WiFi': ""u'no'"", 'HasTV': 'False', 'Caters': 'True', 'Alcohol': ""u'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '6:30-15:0', 'Monday': '6:30-15:0', 'Sunday': '7:0-13:0', 'Tuesday': '6:30-15:0', 'Saturday': '7:0-15:0', 'Thursday': '6:30-15:0', 'Wednesday': '6:30-15:0'}"
JRBfLvTRf8umVgq7ZSOm9Q,Cosmic Coffee,Reno,NV,"Food, Coffee & Tea",4.0,14,"{'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '6:30-14:0', 'Monday': '6:30-14:0', 'Tuesday': '6:30-14:0', 'Thursday': '6:30-14:0', 'Wednesday': '6:30-14:0'}"
uIFRFef7l43YxA8G3dU6Tg,Mayflower Bakery & Cafe,Philadelphia,PA,"Restaurants, Food, Bakeries, Coffee & Tea, Desserts",4.5,125,"{'WiFi': ""u'free'"", 'Caters': 'False', 'BikeParking': 'True', 'DogsAllowed': 'False', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'WheelchairAccessible': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'False'}","{'Friday': '7:0-20:30', 'Monday': '7:0-20:30', 'Sunday': '7:0-20:30', 'Tuesday': '7:0-20:30', 'Saturday': '7:0-20:30', 'Thursday': '7:0-20:30', 'Wednesday': '7:0-20:30'}"
68KD674p59qJj4DX6NuTzQ,Dunkin',Philadelphia,PA,"Food, Coffee & Tea, Donuts",1.0,6,"{'WiFi': ""u'free'"", 'DriveThru': 'None', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'None', 'RestaurantsPriceRange2': '1'}","{'Friday': '0:0-0:0', 'Monday': '0:0-0:0', 'Sunday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Wednesday': '0:0-0:0'}"
1v5n-Sb3HW_2Uhaq1X1PdQ,McDonald's,Gulfport,FL,"Restaurants, Burgers, Fast Food, Coffee & Tea, Food",1.5,32,"{'WiFi': ""u'free'"", 'HasTV': 'True', 'Caters': 'False', 'Alcohol': ""u'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'DriveThru': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '4:0-0:0', 'Monday': '4:0-0:0', 'Sunday': '0:0-0:0', 'Tuesday': '4:0-0:0', 'Saturday': '0:0-0:0', 'Thursday': '4:0-0:0', 'Wednesday': '4:0-0:0'}"
84fKFTKnYwc8PijJdMkkLQ,7-Eleven,Carpinteria,CA,"Coffee & Tea, Gas Stations, Automotive, Food, Grocery, Gas Stations, Service Stations, Convenience Stores",2.5,23,"{'Caters': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '0:0-0:0', 'Monday': '0:0-0:0', 'Sunday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Wednesday': '0:0-0:0'}"
7GCH0wxXHJrcqSkpKuAYxw,Mo'Joe Coffeehouse,Indianapolis,IN,"Coffee & Tea, Food, Nightlife, Bars",3.5,145,"{'WiFi': ""u'free'"", 'HasTV': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Caters': 'False', 'Alcohol': ""'none'"", 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'CoatCheck': 'False', 'HappyHour': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'GoodForDancing': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '6:30-22:0', 'Monday': '6:30-22:0', 'Sunday': '8:0-20:0', 'Tuesday': '6:30-22:0', 'Saturday': '8:0-22:0', 'Thursday': '6:30-22:0', 'Wednesday': '6:30-22:0'}"
tDbF0IWQq-mHPi7OBla6eg,McDonald's,Mt Juliet,TN,"Restaurants, Food, Coffee & Tea, Burgers, Fast Food",2.5,10,"{'WiFi': ""u'free'"", 'HasTV': 'True', 'Alcohol': ""'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'DriveThru': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '5:0-0:0', 'Monday': '5:0-23:0', 'Sunday': '5:0-0:0', 'Tuesday': '5:0-23:0', 'Saturday': '5:0-0:0', 'Thursday': '5:0-23:0', 'Wednesday': '5:0-23:0'}"
nKGHbVaymrq2xjMM9mxydg,Cups and Cones,Evesham Township,NJ,"Food, Desserts, Ice Cream & Frozen Yogurt, Custom Cakes, Coffee & Tea, Juice Bars & Smoothies",4.5,57,"{'WiFi': ""u'free'"", 'Caters': 'False', 'DriveThru': 'False', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'DogsAllowed': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'False'}",{'Monday': '0:0-0:0'}
y9WUY6Gh3GcVqtXkDre3fA,McDonald's,Mount Laurel,NJ,"Restaurants, Burgers, Fast Food, Coffee & Tea, Food",3.0,13,"{'WiFi': ""u'free'"", 'HasTV': 'True', 'Caters': 'False', 'Alcohol': ""u'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'DriveThru': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '5:30-0:0', 'Monday': '5:30-0:0', 'Sunday': '5:30-0:0', 'Tuesday': '5:30-0:0', 'Saturday': '5:30-0:0', 'Thursday': '5:30-0:0', 'Wednesday': '5:30-0:0'}"
7Z2Xr8yowbTILokoXQGU0w,Cup Grinders,Philadelphia,PA,"Grocery, Coffee & Tea, Food",5.0,6,"{'WiFi': ""'no'"", 'Caters': 'False', 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'DogsAllowed': 'False', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '9:0-18:0', 'Monday': '9:0-18:0', 'Sunday': '10:0-17:0', 'Tuesday': '9:0-18:0', 'Saturday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Wednesday': '9:0-18:0'}"
rZd29McH59UhpsXfDXf_Lg,Dulce Cafe Tacos & More,Tampa,FL,"Bakeries, Restaurants, Food, Desserts, Coffee & Tea, Spanish, Mexican, Ice Cream & Frozen Yogurt",4.0,11,"{'WiFi': ""u'free'"", 'HasTV': 'True', 'Caters': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True'}","{'Friday': '11:0-20:0', 'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Wednesday': '11:0-20:0'}"
