review_id,business_id,stars,review_date,text,useful
0qhxnmeWhwzPIAUSDCqIcQ,_QDlxjPJf76c5O9OqY_tqA,4.0,2017-06-12 21:51:35,"If you are not a state worker and happen to find yourself in Historic Trenton for a museum tour or class trip to Cafe 128 is a safe choice.  They have a good lunch menu with a wide selection of sandwiches, soups, salads or a combination of the two.  I went with the seared tuna steak with wasabi mayo and it was done right.  Prices are a bit higher than others in the area but worth it.  The shop is on the smaller side and packed with state workers from 12-2 so consider calling ahead.",0
7Fl8pkBhwxH_UvkAC94kOA,_QDlxjPJf76c5O9OqY_tqA,5.0,2016-08-03 17:41:33,"Been meaning to try this place for lunch since I walk by it a few times a month on my way to meetings - so glad I finally did! I planned to get whatever kind of salad with protein they offered (didn't review the menu before arriving) but quickly changed my mind to today's sandwich special - blackened salmon with seaweed salad, lettuce and tomato on a warm ciabatta roll. Hands down the best lunch I've had in Trenton! Sandwich was huge and came with a pickle and a bag of chips - well worth the $8 cost. Their regular offerings sound just as good, so I have plenty of other things to try. The decor was lovely - exposed brick, scenes of old-time Trenton, very cozy. Everything is made to order so I would imagine the wait for food could get long depending on how crowded it is, but today it was perfectly acceptable. I will definitely be back for more!",0
xBBEFHAeYhqUVED_h8mOrA,_QDlxjPJf76c5O9OqY_tqA,5.0,2016-12-15 21:10:55,Great soups and sandwiches! A nice spot for breakfast or lunch if you are in downtown Trenton.,0
GWiHDNAcUXDu31Kn1f7b_g,_QDlxjPJf76c5O9OqY_tqA,5.0,2016-08-17 15:21:57,Tuna steak sandwich for $9 can't beat it (I feel like that's how much it costs to buy fresh tuna and cook it yourself). Everyone is really friendly and they have a great selection of loose leaf teas.,0
JKbQQdTFGw0almbdRSBvtQ,_QDlxjPJf76c5O9OqY_tqA,4.0,2016-02-19 02:44:02,"The cafe has a cozy feel with only five tables for two and three stools. Breakfast items are available the whole 7 am - 4 pm Monday - Friday they are open. I had a breakfast sandwich. The two eggs and cheese on flatbread were generous and filling. 

My spouse thought he was ordering sushi-grade tuna on a croissant but he actually got the seared tuna steak with wasabi mayo, lettuce and tomato. The sandwich was well presented but the crust was peppery and only the interior of the tuna was moist. When the ordering mixup was realized, we got to sample the sushi-grade tuna salad. Delicious!  We know what to order next time. 

Besides sandwiches, there are other breakfast items, flatbread pizza of the day, two salad and two soup options. There are a variety of hot and cold drinks to choose from.  The house blend coffee was flavorful. 

The menu says ""we're about preparing and serving great food"" and we believe they have delivered!",0
TeCDILEO1nQntt8YvpttxA,_QDlxjPJf76c5O9OqY_tqA,4.0,2016-01-14 16:05:32,"I was lucky enough to stumble into the Grand Opening of Café 128 one morning earlier this week.  The new coffee house is located at the prime location directly across from the State House on West State Street, and situated in a walk down basement space that has been very nicely renovated into a subterranean cozy space. Plenty of exposed brick, wood and granite all around.  
It was obvious they were still getting set up when I walked down the steps, but I was greeted warmly and welcomed to their new enterprise.  They do breakfast and lunch and appear to have state of the art equipment, including point of service payment system that allows the customer to use the latest technology to cover expenses without the staff touching a credit card.  
My order was a simple Everything Bagel with Butter and Swiss.  While I did not ask for it toasted, it came out that way.  No problem, as it appeared to have been pressed by a Panini iron that flattened the bagel, but also slightly melted the cheese and butter, but not enough to create a leakage issue.  It tasted very good as I drove back to the office.  The coffee was from the Small World Coffee people, and was a satisfying brew. The bagel was a good bite.  
 
If this house can manage the flow of lunch customers in that small space, they have a great opportunity to do very well there.  This stretch of West State Street in Trenton is very attractive these days, inviting people to walk and take their pleasures as they stroll.  

The proprietors are accomplished in the food trade, with other shops in Pennington and the sushi bar at Trenton Social.  They know ""...Renton."" 

Best of luck!",9
v_10K7j8PuGW4jtNojdsTg,_QDlxjPJf76c5O9OqY_tqA,5.0,2019-03-18 02:49:57,Hats off to the Baker at this establishment. The chocolate chip muffins are the best around and the other day I sampled the Roman apple cake. Everything is always delicious and fresh,0
DqkQlzDXsC7B3HZAZShgcA,_QDlxjPJf76c5O9OqY_tqA,5.0,2019-01-03 17:36:11,Bacon egg and cheese was awesome. The best part of my job is working across the street from Cafe 128,0
lEq1dDSe8Re71H_iFphttQ,_QDlxjPJf76c5O9OqY_tqA,5.0,2019-06-03 14:11:20,"The coconut muffins are fantastic! Friendly staff, good coffee. Not much rooms for groups, but great for a quick bite to go or a small meeting.",1
KvpbR8A1DDK_VcM8ZIZ01Q,_QDlxjPJf76c5O9OqY_tqA,3.0,2018-10-02 00:40:17,"I came here this afternoon and bought a small soup and a small coffee. And they were SMALL. I've actually never seen a small coffee that size before. The soup was a lemon chicken orzo, which was good, but a little overcooked as the orzo was mush. Coffee was a little sour, like it had been made hours ago. So definitely not a great value--the soup was $4 and the coffee was $2.",1
CM7AJrtLHSMuvOTpr6FYhA,_QDlxjPJf76c5O9OqY_tqA,4.0,2017-11-23 19:35:47,"Tried Cafe 128 for the first time after hearing good reviews from friends and colleagues. It's a nice casual restaurant serving the standard lunch items such as sandwiches, soups, salads, flatbread pizza, etc. Somewhat reminds me of a slightly upscale Panera Bread with limited, yet creative menu items that seem to change on a daily basis which is nice. 

It's located in a lower basement level and is a tight, and seems to get crowded fairly quickly. We went around noon on a Tuesday and were able to find an open table for two. As mentioned, there's limited but creative menu items, unfortunately there didn't seem to be too many non-salad vegetarian items. I opted for the Flatbread Pizza of the day, which was eggplant (~$11.50). It took a fairly long time to make my order, must have been at least 15 minutes but it was delicious--well seasoned, crispy, and had a good balance of sauce and eggplant topping, which was a surprisingly good compliment to the pizza. 

Cafe 128 seems like a good place to get something to bring back to the office, but due to the crowds and small space might not be the best place to meet. It seems like a common go to for many within government, politics, lobbying and government relations professionals given the close proximity. I'd certainly go back to Cafe 128 when I have a bit more time, but overall food is a bit overpriced but delicious!",3
SFgt8dTPjN6dfWJDGYROEA,_QDlxjPJf76c5O9OqY_tqA,3.0,2019-08-22 17:50:58,Liked it a lot when it first opened but the quality of the food has diminished. Used to really like both the tuna and chicken salads but got the tuna and it tasted fishy and the ckn salad was so runny with whatever thin dressing was mixed with it. I think they must have cut back on costs at some point. Plus they play music so loud its hard to have a conversation. Shame as there aren't many places to go near there.  But the chocolate chip and peanut butter cookies are great.,0
rqwQ67hkuE6nz8Qplqdgkw,_QDlxjPJf76c5O9OqY_tqA,1.0,2018-12-26 16:02:06,"This place is awful! Microwaved eggs and they can't even toast a begal. There aren't a lot of choices in Trenton, unfortunately, but surely you can find something better.",0
R9O-vop-qNGOJfh25fUgaA,_QDlxjPJf76c5O9OqY_tqA,4.0,2018-04-26 16:16:30,"Great sub-sidewalk cafe. Friendly staff and surprisingly big menu. Unfortunately, no WiFi for customers though",0
Gwza8_qY80dHUDhDUjB0bA,_QDlxjPJf76c5O9OqY_tqA,5.0,2019-08-22 23:58:01,"Stopped in cafe 128 on a ""Motown Monday"" and had a great Mango Salsa Salad.
Two thumbs up!!",0
PsnXJJczkATpPUKg7oEbOQ,_QDlxjPJf76c5O9OqY_tqA,1.0,2019-01-30 20:53:10,You have one product that's worth having. Cafe latte or espresso. When the machines broken just close please. Cold in there. Nice guy at front end but everything is expensive for small potions.,0
4uZLfjnCD5MDVJMzWRup6w,_QDlxjPJf76c5O9OqY_tqA,5.0,2019-03-04 03:11:55,Bacon egg and cheese was awesome. The best part of my job is working across the street from Cafe 128,0
qDOvfnMofGh3PZ7E6MIL9w,_QDlxjPJf76c5O9OqY_tqA,5.0,2019-01-05 18:45:32,Chicken Taco !! The Best!  And my waiter Joe couldn't have been nicer! GREAT downtown Trenton spot.,0
Yti9FL_bH8AKXK5ussL1Sg,_QDlxjPJf76c5O9OqY_tqA,3.0,2019-03-03 05:17:16,"I'm torn on this place. I work in Trenton and there is so little healthy-ish food in this city. This place delivers on that and the food is really good. However, the service was atrocious. So rude that I have to actually knock this place down a star which I don't do. 
They have small world coffee which is nice. Also tastes good which is great.",1
kB3v_AAr8cRnsPaVjDs9IA,_QDlxjPJf76c5O9OqY_tqA,4.0,2018-03-28 19:50:44,"Stopped in for the first time. Ordered the tuna salad on a croissant. The sandwhich was very good, the tuna fresh. As for the value, not so good.  In my opinion, for a $9.00 sandwhich, throw in a few chips on the side or a pickle. Too expensive to not throw in a side.

Also, ordered a chili which was very good. Flavorful an just slightly spicy, which will appeal to more people.

I'll probably go back, but only for chili. Hard to justify the cost for a lonely sandwhich.",1
qdF0eBqJ6lId4Q6-RI7hHA,_QDlxjPJf76c5O9OqY_tqA,5.0,2019-12-22 00:22:25,"Last week, during my first trip to Trenton, I stopped by Cafe 128 to grab some food after having been outside for hours. Joe greeted me enthusiastically when I came in and he noticed I was shaking from the cold.  He made me a tea within 30 seconds to warm up. 

The menu was varied and the prices were very reasonable. The ambience of the café is nice, but my favorite part was Joe and his kindness. I highly recommend Cafe 128 to locals and visitors alike! If I make it back to Trenton, Café 128 will be my first stop.",1
K0t82PRa1sxKGqz0wi_mWA,_QDlxjPJf76c5O9OqY_tqA,3.0,2018-06-29 17:14:37,"This is a nice, casual cafe to grab some breakfast/lunch. There aren't many eateries within walking distance of all the offices in Downtown Trenton, so if you work in the area, the chances of seeing other people you know are pretty high. The cashiers are friendly, but the dining experience is kept to a fast-pace order system. 

I ordered the chicken sandwich, and despite the hefty price, it was a decently sizable and tasty lunch. I also got a pickle + bacon with my sandwich, which was a pleasant surprise. I look forward to visiting again and trying some of their famous soups!",1
Z7z1fdx9i23OwCvGHo8C1Q,_qgqa4X1OiMLqub1hHaMjg,4.0,2017-01-02 17:39:08,"Great place for a breakfast. The 2 of us (together forever) always are searching for a new place to grab a breakfast and wandered into Res Ipsa for the Frattatta breakfast sandwich which was spicy, hot and well prepared on their own English Muffin - and the service was excellent including Helene (my partner) striking up a conversation on knitting with one of the servers.

Highly recommend and will go back (sooner than later) for a lunch and maybe even a dinner!",1
DsAPXnV_IlD53F2so5afeg,_qgqa4X1OiMLqub1hHaMjg,4.0,2018-01-21 20:18:41,"Dinner on 1/20/18. Very quaint. BYOB with no corkage, which was both surprising and appreciated. Shared the cauliflower to start, which was interesting but not outstanding. I had the Strascinatti which was well-portioned and a tad on the salty side, and my date had the Roasted Chicken which was delicious and happily shared.

Overall, a nice fare in a tight and a bit purposefully austere setting that was in the end still delicious and warm. Service was excellent. And overall it was an enjoyable experience.",1
YX0rdpJbK0AIGesXPzvT3Q,_qgqa4X1OiMLqub1hHaMjg,5.0,2017-10-02 16:51:08,"Excellent, homey cafe in center city.  Small and precise selection, the breakfast I get there is freshly made and really flavorful.  Reanimator coffee reflects the same product from fishtown locations.  Simple atmosphere and great service.",0
vJPQg6ZtE74_N6XMRSYczw,_qgqa4X1OiMLqub1hHaMjg,4.0,2017-04-08 11:59:18,I had been wanting to try this place for months and finally took the plunge. I was so intrigued by the coffee shop turned byob (Wednesday through Sunday at least) and went for dinner with a good bottle of wine. The concept works and the space is simple but beautiful. The service was spot on and the few dishes we tried were all delicious - my favorites were the root vegetable caponata and the mushroom pasta. Definitely worth trying and a very reasonable price point given the byob factor. Now I just need to go back for coffee!,1
hyaALmfE72rrGPXRY-N8jA,_qgqa4X1OiMLqub1hHaMjg,3.0,2018-04-05 00:10:26,Great tasting food with a nice variety of options. Location isn't ideal with limited space and reservation is required. Also in the higher range of price.,0
QIMPlQNb52DsyLWp-5cSSg,_qgqa4X1OiMLqub1hHaMjg,5.0,2017-12-03 17:50:00,"Everything here is excellent. From the service to the food and reasonable.  Grilled cheese sandwich was well paired with a light mild tomato soup. Tip: Don't be shy to dip the brioche in there or else you're missing out.  I had a breakfast muffin, latte, and an iced matcha too.  But the star in my opinion is the fennel sausage. Could it eat for dayzzz. Chef Michael F. is nice too and bc of his team I'll def be back for dinner.",2
cCwVZzOZpEN89w92SNXwKA,_qgqa4X1OiMLqub1hHaMjg,5.0,2018-01-23 03:21:32,Great restaurant and byob. We did the pre fix and there was plenty of food. Try their handmade pastas and the veal shank. Donuts for dessert were out of this world,0
L6aZTFzCCwMPMS1R-n5YnQ,_qgqa4X1OiMLqub1hHaMjg,5.0,2017-10-05 00:39:03,"Really good pasta, chicken dish and salad. Haven't had a bad dish. Favorite is the pesto salad. Definitely great for sharing but also so good that you won't want to.",0
nVnZJa1Qq-bjEgIBzuJ8Cg,_qgqa4X1OiMLqub1hHaMjg,3.0,2017-06-09 20:37:46,"I went in for the famous breakfast sandwich, but ended up getting the Italian Breakfast. The meal was generous and obviously thoughtfully prepared, but I found it a little overpriced and quite salty. I think I was thrown off because it looks like a cafe, it's priced lie brunch, and the food falls somewhere in the middle. I wouldn't not go there, but I wouldn't head across town for it either.",0
r3N_kyNdwKSX43bPQVrdXg,_qgqa4X1OiMLqub1hHaMjg,5.0,2017-10-14 16:12:50,"Visited Philadelphia last week from Rochester, NY and stopped in to Res Ipsa for dinner based on a recommendation. From the moment we walked in, our experience was incredible. Service was fast and we loved the BYO option, as well as the intimate setting. But, the real highlight was the food! We had the Chef's tasting menu and were blown away by the quality of the food and the portions given. Loved the gnocchi and octopus dishes in particular. Thanks to the Chef and staff for a great dining experience. We will definitely stop here again next time we are in Philadelphia.",0
cYj6CVHWCgrV-TIm5LIGpQ,_qgqa4X1OiMLqub1hHaMjg,3.0,2017-05-28 13:42:11,"This place is small and packed with tables to the point of inducing claustrophobia.  Add to that the deafening noise level and I could find no pleasure in our Wednesday dinner.  The food was good but not memorable.  The octopus appetizer was very good.  I didn't care for the sauce on the chicken, but it was juicy.  The pasta dish with sardines was okay.",0
f5jAoB31bfxrTIZDBiQg5Q,_qgqa4X1OiMLqub1hHaMjg,2.0,2017-04-22 19:11:52,"- TIP:  The place is tiny & cramped -- so don't go with a big group.

- CON: Went for breakfast -- sandwich had a precooked (not freshly cooked) egg, potatoes were oily, and even the music was a bit annoying (think obscure 90s rock that was a bad version of Pavement)

- BOTTOM LINE:  Went after this place was highly rated from Philly Mag.  Was thoroughly disappointed.  If you're looking for a superior breakfast sandwich & coffee in a welcoming all-day cafe -- skip this place & go to Hungry Pigeon instead.",3
LnzOvFMz50JKCnwpAWY--Q,_qgqa4X1OiMLqub1hHaMjg,5.0,2017-05-03 23:05:03,"The dinner menu is subtle, intelligent, sophisticated, and bold. There is an awesome attention to detail in each meal, it's exciting. Plus everyone is very friendly, and they let you have a leisurely time, great service.",1
rOsvBX11IGdG-pyTtIAmxQ,_qgqa4X1OiMLqub1hHaMjg,4.0,2018-02-03 17:06:38,"So glad I finally tried this place, and have another cafe to add to my weekend rotation. It's a small cafe which gives it a neighborhood feel but also makes it not the best spot for getting work done. The coffee is from ReAnimator and is excellent (you get one free refill on drip which is nice but the cups are also super small). 

The breakfast sandwich isn't cheap after you add potatoes, a topping, and coffee to your order but the sandwich is quite good and surprisingly filling. I wasn't crazy about the sausage, maybe I'm just finally realizing I don't enjoy the taste of fennel. But the potatoes though are really the standout, such a present flavor akin to I think a chimichurri sauce.",0
ApGho2-diCXKHyV8gJdy6w,_qgqa4X1OiMLqub1hHaMjg,5.0,2017-07-21 03:24:56,"Their little sandwiches, and food options in general, are very tasty. Friendly staff. Espresso is consistently a little bitter/sour, so maybe get drip instead. (One area for improvement.) Overall, a very convenient spot when you're in this part of town.",2
5qxPZlNUvLDW-pJv-NR8Dg,_qgqa4X1OiMLqub1hHaMjg,5.0,2017-05-29 18:43:26,"You usually associate Walnut Street with car exhaust and dubious construction that never seems to finish, but Res Ipsa is a welcome exception. And even better, it gets the coveted #MerlinFiiiiiive based on one dish alone: the breakfast sausage/egg sandwhich with cheese and ""herbal topping."" I'm still trying to figure out what's in that topping, but I've been thinking about it for days now, and it's unbelievable. They could serve cardboard for all their other dishes, and it wouldn't alter my rating at all. That's how good this sandwich is.",0
v7q_UmmGF6OSsEoWtIdEcg,_qgqa4X1OiMLqub1hHaMjg,5.0,2017-05-04 13:55:33,"Two coworkers and I decided to try this place out this morning. Its located on a drowsy section of 23rd and Walnut. We got there at 730a.m. and it wasn't busy at all. Seating is limited but at that time of the morning there were plenty of places to sit.

I ordered the Egg and cheese on English muffin and added sausage. I also got a side of potatoes. Both the sandwich and the potatoes included a slathering of the herbed long hot spread. My breakfast came with free coffee and a refill.

I read reviews of this place and thought: Really, how good could a simple breakfast sandwich be? Well, everything was amazing. The smell of the coffee woke me right up and tasted fantastic. The English muffin was perfectly toasted and the egg and sausage were just delicious. The sauce was also a great touch. The potatoes were crispy and the sauce complimented them very well.

I'd eat here again in a heartbeat. (and again...and again).",2
mf7ZYEUU8iWZ8lz07oyZIg,_qgqa4X1OiMLqub1hHaMjg,5.0,2017-08-17 19:49:09,"I came to visit Res Ipsa roughly 2 weeks ago and had to wait a couple of weeks before I could actually put into words the unique breakfast sandwich that definitely lived up to the hype. By far, with all my food experiences I've had thus far - this sandwich is something totally memorable with the combinations of flavors in one perfect bite. First you have to give them props from the start with the homemade English Muffin, followed by the fluffy frittata, topped with oozy melted Asiago cheese, fennel sausage (added to the sandwich) and finally a spinach herbal sauce that has a wide range of spices. Any day of the week I would be ready to go back to have another bite of this sandwich. Will say, it will be hard to pick for next time to stop by the cafe to have another bite of the sandwich or wait a little longer in the day to try one of their pastas. Either way I know I'll be back in no time. 

Cafe itself is a quite small with roughly 12iish tables or so. As more people continue to find out about Res Ispa, I can see the lines for this cafe out the door or them needing to relocate.",0
Ds3dVnyEqmENgf9f96tfeg,_qgqa4X1OiMLqub1hHaMjg,2.0,2018-05-12 14:25:38,First the espresso grinder was broken so they offered drip coffee. Fine. Got tea instead. The last sip of the tea came with a piece of hair that wasn't mine. took it back they gave me a weak oops sorry.  I've been here before and the product here is fine but the customer service here could really improve.,0
KNIBw5y6thCCLSd2L_93GQ,_qgqa4X1OiMLqub1hHaMjg,4.0,2018-06-23 18:23:34,"I met up with an old friend here for brunch and it was quite lovely. The open kitchen gives an overall ""homey"" and ""cozy"" feel to the place. There are quite a number of seating available in the restaurant which is modern and cute to take those photos to Instagram later :)

I had an egg plant sandwich which was sweet and quite delish! Although the edge was quite chewy and difficult to eat, if you just take that outer layer off before eating, it'll prevent you from looking ugly when eating this sandwich (just in case you're here on a date or something ;))",0
LxZEc8_j36Kt0NNSPYdkJw,_qgqa4X1OiMLqub1hHaMjg,4.0,2017-08-20 09:27:37,"I came here for a late breakfast on the way to work. I had read about their octopus sandwich but unfortunately that's only for dinner (when this place is BYO and popping!). I got a coffee and the regular egg sandwich. I don't know how they cooked their egg but it was nicely formed without tasting/looking like those fake ""egg patties"" you sometimes see at eateries. The basil was delectable and you could tell was made fresh. The best part was probably the English muffin though. Once again, it was clear that they made them in house. They were very light and buttery. They very much reminded me of the biscuits I had in New Orleans (which were some of the best I've ever had.) I now know what a good English muffin tastes like!

I wasn't a huge fan of their coffee, it was quite bitter and they didn't have tops when I wanted to take whatever was left in a to go cup.

I'll certainly be back for their dinner fare, I was advised to make reservations for that time!",2
GyrbC46mWGVRBTX7pNJ3jw,_qgqa4X1OiMLqub1hHaMjg,5.0,2018-01-26 19:54:35,"Came here for dinner! The food was amazing and the wait staff were so friendly and courteous. We did the tasting menu, which was a crazy amount of food, but worth it. I'll definitely be back for breakfast and lunch.",0
1TSGNSqyHpxnDXFm9h5JDg,_qgqa4X1OiMLqub1hHaMjg,4.0,2016-12-28 18:18:13,Really good spot. It's really nice to see a coffee shop in philly that also focuses on food as well. It has a minimalistic atmosphere that would suit reading or an intimate coffee date. The coffee and food are good and affordable in comparison to the coffee/food spots that I've been to on the west coast. Res Ispa will definitely be my new frequent. I highly recommend checking this place out.,0
QnPDUAmhE8w27CY7i_F91A,_qgqa4X1OiMLqub1hHaMjg,5.0,2017-03-31 18:37:48,Love everything about this place. Just go big and go for the tasting menu. The octopus is insane.,0
nWw3qe0Pg7-7H6_tg81b3Q,_qgqa4X1OiMLqub1hHaMjg,5.0,2017-11-10 17:42:13,"This place is literally perfection. Adorable cafe with clean decor, and amazing food. The picture literally says it all, but it's absolutely delicious. It's definitely a tight space and not that quiet for work, but the food, coffee and treats are incredible.  Reminded me of cafes in Australia and Europe!",0
A7mn1b1zB0NbQbzoGzZeMw,_qgqa4X1OiMLqub1hHaMjg,5.0,2017-08-22 01:00:09,"I had the tasting menu and it was fantastic
The eggplant campana very tasty .
The chef bring out the fish prior to cooking and explains where comes from and how it will be prepared.
First time here but most definitely be back.",0
Y92QbcUq6lprXeNRRsfaqw,_qgqa4X1OiMLqub1hHaMjg,5.0,2016-12-11 16:16:01,Stopped in for a breakfast sandwich. Opted for the English muffin with sausage and cheese and added spinach. This isn't a copycat of a McMuffin. It's quality ingredients prepared fresh. Sausage had an enjoyable spiciness to it. They do lunch in the afternoon and the space becomes a BYO at night. Will definitely return to try their other offerings.,1
